"Date","Price","Open","High","Low","Vol.","Change %"
"10/12/2015","1,164.50","1,155.00","1,168.60","1,154.30","111.80K","0.74%"
"10/09/2015","1,155.90","1,138.10","1,159.30","1,138.00","134.87K","1.01%"
"10/08/2015","1,144.30","1,145.00","1,150.90","1,135.90","121.19K","-0.38%"
"10/07/2015","1,148.70","1,146.50","1,153.60","1,141.30","113.15K","0.20%"
"10/06/2015","1,146.40","1,134.70","1,151.00","1,134.50","128.18K","0.77%"
"10/05/2015","1,137.60","1,137.00","1,141.60","1,129.60","119.48K","0.09%"
"10/02/2015","1,136.60","1,112.50","1,140.90","1,103.80","190.00K","2.06%"
"10/01/2015","1,113.70","1,114.50","1,118.50","1,110.30","83.39K","-0.13%"
"09/30/2015","1,115.20","1,127.20","1,127.70","1,110.80","156.47K","-1.03%"
"09/29/2015","1,126.80","1,131.40","1,134.30","1,123.50","105.55K","-0.43%"
"09/28/2015","1,131.70","1,145.00","1,147.80","1,127.30","143.47K","-1.21%"
"09/25/2015","1,145.60","1,151.00","1,151.10","1,140.10","140.35K","-0.71%"
"09/24/2015","1,153.80","1,130.00","1,156.40","1,129.50","219.68K","1.97%"
"09/23/2015","1,131.50","1,123.80","1,134.00","1,121.10","96.17K","0.60%"
"09/22/2015","1,124.80","1,132.60","1,136.10","1,120.50","117.44K","-0.71%"
"09/21/2015","1,132.80","1,138.70","1,139.40","1,128.70","87.12K","-0.44%"
"09/18/2015","1,137.80","1,130.00","1,141.50","1,126.90","151.72K","1.86%"
"09/17/2015","1,117.00","1,118.70","1,136.00","1,114.70","143.64K","-0.18%"
"09/16/2015","1,119.00","1,104.40","1,123.70","1,103.00","131.15K","1.49%"
"09/15/2015","1,102.60","1,107.10","1,108.50","1,101.50","78.88K","-0.46%"
"09/14/2015","1,107.70","1,107.00","1,109.80","1,102.60","74.18K","0.40%"
"09/11/2015","1,103.30","1,110.20","1,111.90","1,097.70","119.50K","-0.54%"
"09/10/2015","1,109.30","1,105.70","1,114.10","1,102.50","121.43K","0.66%"
"09/09/2015","1,102.00","1,121.00","1,124.70","1,100.10","178.30K","-1.69%"
"09/07/2015","1,121.00","1,123.00","1,126.00","1,114.70","142.51K","-0.04%"
"09/04/2015","1,121.40","1,124.50","1,133.10","1,115.70","113.53K","-0.28%"
"09/03/2015","1,124.50","1,133.20","1,133.80","1,121.00","106.47K","-0.80%"
"09/02/2015","1,133.60","1,139.00","1,141.90","1,131.20","111.57K","-0.54%"
"09/01/2015","1,139.80","1,133.80","1,147.30","1,133.80","128.87K","0.64%"
"08/31/2015","1,132.50","1,132.70","1,136.30","1,125.00","98.95K","-0.13%"
"08/28/2015","1,134.00","1,124.40","1,140.30","1,123.10","152.11K","1.02%"
"08/27/2015","1,122.60","1,125.00","1,128.50","1,117.00","143.05K","-0.18%"
"08/26/2015","1,124.60","1,139.90","1,146.00","1,116.90","207.12K","-1.20%"
"08/25/2015","1,138.30","1,155.70","1,156.30","1,134.00","199.69K","-1.33%"
"08/24/2015","1,153.60","1,160.20","1,169.80","1,145.10","264.14K","-0.52%"
"08/21/2015","1,159.60","1,153.30","1,167.90","1,148.50","196.06K","0.55%"
"08/20/2015","1,153.20","1,133.30","1,153.70","1,132.10","187.18K","2.24%"
"08/19/2015","1,127.90","1,117.20","1,134.30","1,115.50","154.35K","0.98%"
"08/18/2015","1,116.90","1,117.20","1,120.40","1,108.50","119.95K","-0.13%"
"08/17/2015","1,118.40","1,113.50","1,122.20","1,112.90","92.58K","0.51%"
"08/14/2015","1,112.70","1,114.60","1,120.40","1,111.10","102.23K","-0.26%"
"08/13/2015","1,115.60","1,125.20","1,126.30","1,112.80","129.21K","-0.71%"
"08/12/2015","1,123.60","1,108.20","1,125.50","1,101.10","193.70K","1.44%"
"08/11/2015","1,107.70","1,103.80","1,119.10","1,093.30","191.83K","0.33%"
"08/10/2015","1,104.10","1,094.00","1,108.50","1,089.00","148.93K","0.91%"
"08/07/2015","1,094.10","1,088.80","1,098.90","1,081.40","172.49K","0.37%"
"08/06/2015","1,090.10","1,084.10","1,093.30","1,082.70","94.61K","0.41%"
"08/05/2015","1,085.60","1,087.30","1,091.70","1,082.00","116.05K","-0.47%"
"08/04/2015","1,090.70","1,085.30","1,094.40","1,080.20","114.10K","0.12%"
"08/03/2015","1,089.40","1,095.10","1,098.00","1,085.10","105.92K","-0.52%"
"07/31/2015","1,095.10","1,087.70","1,103.00","1,079.20","174.13K","0.59%"
"07/30/2015","1,088.70","1,096.60","1,098.20","1,081.50","169.10K","-0.36%"
"07/29/2015","1,092.60","1,094.50","1,100.90","1,088.90","159.14K","-0.33%"
"07/28/2015","1,096.20","1,094.10","1,098.20","1,090.70","176.08K","-0.02%"
"07/27/2015","1,096.40","1,098.60","1,104.40","1,087.70","191.96K","1.00%"
"07/24/2015","1,085.50","1,089.50","1,100.90","1,072.30","249.02K","-0.79%"
"07/23/2015","1,094.10","1,093.40","1,104.90","1,086.10","204.07K","0.24%"
"07/22/2015","1,091.50","1,100.10","1,102.30","1,085.60","182.18K","-1.09%"
"07/21/2015","1,103.50","1,098.00","1,108.80","1,095.90","172.52K","-0.30%"
"07/20/2015","1,106.80","1,132.40","1,132.50","1,080.00","261.35K","-2.22%"
"07/17/2015","1,131.90","1,144.30","1,144.50","1,129.60","161.00K","-1.05%"
"07/16/2015","1,143.90","1,146.20","1,148.20","1,140.60","125.70K","-0.31%"
"07/15/2015","1,147.40","1,153.90","1,155.80","1,141.90","150.65K","-0.53%"
"07/14/2015","1,153.50","1,157.00","1,159.10","1,151.80","109.14K","-0.16%"
"07/13/2015","1,155.40","1,162.30","1,163.90","1,149.80","126.73K","-0.22%"
"07/10/2015","1,157.90","1,158.70","1,164.50","1,156.40","112.57K","-0.11%"
"07/09/2015","1,159.20","1,157.50","1,166.90","1,155.10","130.01K","-0.37%"
"07/08/2015","1,163.50","1,154.00","1,163.80","1,145.90","168.01K","0.95%"
"07/07/2015","1,152.60","1,168.80","1,170.00","1,146.80","198.53K","-1.76%"
"07/03/2015","1,173.20","1,173.20","1,174.40","1,161.90","141.90K","0.83%"
"07/02/2015","1,163.50","1,167.70","1,169.20","1,155.80","144.73K","-0.50%"
"07/01/2015","1,169.30","1,172.40","1,174.40","1,166.70","95.18K","-0.21%"
"06/30/2015","1,171.80","1,179.80","1,180.00","1,165.40","148.19K","-0.61%"
"06/29/2015","1,179.00","1,182.50","1,187.60","1,173.20","145.71K","0.49%"
"06/26/2015","1,173.20","1,172.50","1,178.00","1,167.10","107.92K","0.12%"
"06/25/2015","1,171.80","1,174.10","1,177.30","1,170.50","88.85K","-0.09%"
"06/24/2015","1,172.90","1,177.60","1,179.70","1,168.10","118.45K","-0.31%"
"06/23/2015","1,176.60","1,185.30","1,187.70","1,175.60","122.25K","-0.63%"
"06/22/2015","1,184.10","1,199.70","1,200.80","1,181.60","127.15K","-1.48%"
"06/19/2015","1,201.90","1,201.80","1,203.90","1,198.00","86.06K","-0.01%"
"06/18/2015","1,202.00","1,184.20","1,205.70","1,183.10","190.69K","2.14%"
"06/17/2015","1,176.80","1,181.10","1,188.80","1,173.90","101.55K","-0.35%"
"06/16/2015","1,180.90","1,185.30","1,187.40","1,175.40","100.20K","-0.41%"
"06/15/2015","1,185.80","1,180.00","1,190.20","1,171.90","129.83K","0.56%"
"06/12/2015","1,179.20","1,180.80","1,183.70","1,175.60","86.35K","-0.10%"
"06/11/2015","1,180.40","1,185.70","1,187.40","1,174.80","114.93K","-0.52%"
"06/10/2015","1,186.60","1,175.80","1,191.80","1,174.30","124.68K","0.76%"
"06/09/2015","1,177.60","1,173.20","1,182.30","1,171.80","91.63K","0.34%"
"06/08/2015","1,173.60","1,170.80","1,177.10","1,168.50","107.09K","0.47%"
"06/05/2015","1,168.10","1,176.50","1,178.00","1,162.10","150.68K","-0.60%"
"06/04/2015","1,175.20","1,185.80","1,186.60","1,172.40","155.46K","-0.82%"
"06/03/2015","1,184.90","1,193.80","1,195.60","1,179.10","124.18K","-0.80%"
"06/02/2015","1,194.40","1,189.50","1,196.40","1,185.80","111.47K","0.48%"
"06/01/2015","1,188.70","1,189.80","1,204.70","1,184.00","171.25K","-0.09%"
"05/29/2015","1,189.80","1,188.10","1,194.40","1,186.00","102.17K","0.08%"
"05/28/2015","1,188.80","1,188.00","1,192.80","1,180.20","150.00K","0.27%"
"05/27/2015","1,185.60","1,186.70","1,190.40","1,183.00","200.22K","-0.11%"
"05/25/2015","1,186.90","1,205.20","1,208.20","1,184.80","244.62K","-1.42%"
"05/22/2015","1,204.00","1,206.00","1,214.60","1,201.00","142.93K","-0.01%"
"05/21/2015","1,204.10","1,209.40","1,212.40","1,200.80","139.67K","-0.38%"
"05/20/2015","1,208.70","1,207.70","1,213.20","1,202.70","127.89K","0.17%"
"05/19/2015","1,206.70","1,225.40","1,225.50","1,205.10","178.96K","-1.70%"
"05/18/2015","1,227.60","1,222.80","1,232.00","1,221.20","120.82K","0.19%"
"05/15/2015","1,225.30","1,220.90","1,225.80","1,210.60","133.24K","0.01%"
"05/14/2015","1,225.20","1,215.00","1,227.70","1,211.90","177.84K","0.57%"
"05/13/2015","1,218.20","1,192.50","1,218.50","1,190.40","241.72K","2.16%"
"05/12/2015","1,192.40","1,182.50","1,196.30","1,179.70","139.26K","0.79%"
"05/11/2015","1,183.00","1,189.00","1,190.90","1,178.00","128.10K","-0.50%"
"05/08/2015","1,188.90","1,183.70","1,193.00","1,180.50","143.61K","0.57%"
"05/07/2015","1,182.20","1,191.30","1,192.00","1,177.90","134.94K","-0.68%"
"05/06/2015","1,190.30","1,192.50","1,196.90","1,187.40","105.95K","-0.24%"
"05/05/2015","1,193.20","1,187.50","1,199.30","1,184.90","109.75K","0.54%"
"05/04/2015","1,186.80","1,176.60","1,192.10","1,176.60","107.75K","1.05%"
"05/01/2015","1,174.50","1,183.70","1,184.40","1,168.40","118.48K","-0.67%"
"04/30/2015","1,182.40","1,204.50","1,207.40","1,176.00","212.93K","-2.28%"
"04/29/2015","1,210.00","1,211.40","1,213.50","1,200.70","141.08K","-0.32%"
"04/28/2015","1,213.90","1,201.60","1,214.90","1,198.60","157.58K","0.89%"
"04/27/2015","1,203.20","1,179.30","1,206.70","1,177.60","207.20K","2.40%"
"04/24/2015","1,175.00","1,193.00","1,195.40","1,174.10","156.38K","-1.62%"
"04/23/2015","1,194.30","1,186.90","1,197.40","1,183.60","118.11K","0.62%"
"04/22/2015","1,186.90","1,202.20","1,204.40","1,185.00","152.18K","-1.35%"
"04/21/2015","1,203.10","1,195.80","1,203.70","1,192.50","104.71K","0.79%"
"04/20/2015","1,193.70","1,204.40","1,209.00","1,190.80","137.02K","-0.78%"
"04/17/2015","1,203.10","1,198.60","1,207.80","1,197.00","111.55K","0.43%"
"04/16/2015","1,198.00","1,201.80","1,208.80","1,194.30","157.42K","-0.27%"
"04/15/2015","1,201.30","1,192.20","1,204.40","1,188.30","129.20K","0.73%"
"04/14/2015","1,192.60","1,198.80","1,201.30","1,183.50","161.06K","-0.56%"
"04/13/2015","1,199.30","1,207.20","1,209.30","1,196.10","109.55K","-0.44%"
"04/10/2015","1,204.60","1,193.80","1,210.60","1,192.90","124.84K","0.92%"
"04/09/2015","1,193.60","1,202.60","1,203.30","1,192.40","110.16K","-0.79%"
"04/08/2015","1,203.10","1,208.70","1,212.50","1,197.40","116.32K","-0.62%"
"04/07/2015","1,210.60","1,214.70","1,215.90","1,207.50","85.86K","-0.66%"
"04/06/2015","1,218.60","1,212.60","1,224.50","1,212.60","106.01K","1.47%"
"04/02/2015","1,200.90","1,204.30","1,207.40","1,194.80","115.65K","-0.60%"
"04/01/2015","1,208.20","1,183.20","1,208.70","1,180.50","151.14K","2.11%"
"03/31/2015","1,183.20","1,185.50","1,190.60","1,178.20","114.97K","-0.18%"
"03/30/2015","1,185.30","1,198.60","1,199.60","1,182.20","131.45K","-1.21%"
"03/27/2015","1,199.80","1,203.80","1,205.60","1,191.70","172.26K","-0.42%"
"03/26/2015","1,204.80","1,195.40","1,219.50","1,193.80","245.37K","0.65%"
"03/25/2015","1,197.00","1,192.50","1,199.30","1,186.10","185.93K","0.47%"
"03/24/2015","1,191.40","1,188.50","1,194.50","1,184.70","162.92K","0.31%"
"03/23/2015","1,187.70","1,183.20","1,191.00","1,178.60","162.53K","0.26%"
"03/20/2015","1,184.60","1,170.40","1,187.40","1,167.90","167.53K","1.33%"
"03/19/2015","1,169.00","1,166.10","1,177.00","1,158.60","157.06K","1.54%"
"03/18/2015","1,151.30","1,148.10","1,175.10","1,144.90","188.48K","0.27%"
"03/17/2015","1,148.20","1,153.70","1,159.30","1,141.60","159.62K","-0.43%"
"03/16/2015","1,153.20","1,157.90","1,163.30","1,149.30","123.26K","0.07%"
"03/13/2015","1,152.40","1,152.60","1,160.90","1,150.40","122.68K","0.04%"
"03/12/2015","1,151.90","1,153.70","1,165.70","1,147.50","159.54K","0.11%"
"03/11/2015","1,150.60","1,161.10","1,164.30","1,146.50","161.56K","-0.82%"
"03/10/2015","1,160.10","1,165.60","1,169.60","1,153.80","178.08K","-0.55%"
"03/09/2015","1,166.50","1,169.60","1,174.40","1,164.80","123.61K","0.19%"
"03/06/2015","1,164.30","1,197.50","1,200.00","1,162.90","214.80K","-2.67%"
"03/05/2015","1,196.20","1,200.20","1,208.90","1,195.80","131.86K","-0.39%"
"03/04/2015","1,200.90","1,203.80","1,208.40","1,197.70","107.56K","-0.29%"
"03/03/2015","1,204.40","1,206.10","1,214.40","1,194.60","155.66K","-0.31%"
"03/02/2015","1,208.20","1,213.80","1,223.00","1,204.20","133.10K","-0.40%"
"02/27/2015","1,213.10","1,208.80","1,219.20","1,204.10","113.77K","0.25%"
"02/26/2015","1,210.10","1,203.90","1,219.90","1,203.40","137.28K","0.72%"
"02/25/2015","1,201.50","1,200.80","1,211.70","1,200.70","106.08K","0.35%"
"02/24/2015","1,197.30","1,201.90","1,204.40","1,190.00","116.61K","-0.29%"
"02/23/2015","1,200.80","1,203.50","1,210.30","1,190.60","115.22K","-0.34%"
"02/20/2015","1,204.90","1,208.00","1,215.30","1,197.70","109.25K","-0.22%"
"02/19/2015","1,207.60","1,212.50","1,222.90","1,205.20","115.72K","0.62%"
"02/18/2015","1,200.20","1,209.30","1,213.40","1,197.20","121.13K","-0.70%"
"02/16/2015","1,208.60","1,227.50","1,236.70","1,203.30","181.84K","-1.51%"
"02/13/2015","1,227.10","1,223.00","1,234.90","1,222.50","96.37K","0.52%"
"02/12/2015","1,220.70","1,218.30","1,232.80","1,218.00","109.41K","0.09%"
"02/11/2015","1,219.60","1,234.10","1,238.70","1,216.50","116.28K","-1.02%"
"02/10/2015","1,232.20","1,238.30","1,245.90","1,230.60","97.14K","-0.75%"
"02/09/2015","1,241.50","1,235.90","1,243.60","1,234.40","92.65K","0.56%"
"02/06/2015","1,234.60","1,266.40","1,269.00","1,228.20","205.10K","-2.23%"
"02/05/2015","1,262.70","1,270.40","1,274.60","1,256.10","113.83K","-0.14%"
"02/04/2015","1,264.50","1,261.50","1,273.30","1,256.90","136.18K","0.33%"
"02/03/2015","1,260.30","1,275.60","1,286.50","1,255.80","181.99K","-1.30%"
"02/02/2015","1,276.90","1,283.00","1,283.90","1,266.50","119.88K","-0.18%"
"01/30/2015","1,279.20","1,259.00","1,285.40","1,257.50","163.88K","1.86%"
"01/29/2015","1,255.90","1,284.00","1,286.60","1,252.10","243.65K","-2.33%"
"01/28/2015","1,285.90","1,292.00","1,293.30","1,279.00","180.39K","-0.45%"
"01/27/2015","1,291.70","1,280.70","1,297.40","1,272.00","186.95K","0.96%"
"01/26/2015","1,279.40","1,292.80","1,299.20","1,275.60","168.89K","-1.02%"
"01/23/2015","1,292.60","1,301.50","1,302.90","1,284.30","149.21K","-0.62%"
"01/22/2015","1,300.70","1,293.70","1,307.80","1,279.10","214.91K","0.54%"
"01/21/2015","1,293.70","1,295.30","1,307.00","1,284.60","210.39K","-0.04%"
"01/19/2015","1,294.20","1,280.70","1,297.20","1,272.10","249.78K","1.35%"
"01/16/2015","1,276.90","1,263.50","1,282.40","1,255.20","219.41K","0.96%"
"01/15/2015","1,264.80","1,229.70","1,267.20","1,226.10","288.79K","2.45%"
"01/14/2015","1,234.50","1,231.20","1,244.60","1,224.90","193.11K","0.01%"
"01/13/2015","1,234.40","1,233.10","1,244.50","1,227.40","179.65K","0.13%"
"01/12/2015","1,232.80","1,223.00","1,236.00","1,217.50","138.52K","1.37%"
"01/09/2015","1,216.10","1,208.90","1,224.00","1,207.00","155.98K","0.63%"
"01/08/2015","1,208.50","1,211.00","1,216.80","1,204.20","122.49K","-0.18%"
"01/07/2015","1,210.70","1,219.00","1,219.40","1,209.10","117.09K","-0.71%"
"01/06/2015","1,219.40","1,204.00","1,223.30","1,201.60","190.36K","1.28%"
"01/05/2015","1,204.00","1,187.80","1,207.50","1,177.80","149.11K","1.50%"
"01/02/2015","1,186.20","1,184.00","1,194.90","1,167.30","120.68K","0.18%"
"12/31/2014","1,184.10","1,199.80","1,203.90","1,179.50","70.52K","-1.36%"
"12/30/2014","1,200.40","1,182.90","1,210.90","1,180.50","141.72K","1.57%"
"12/29/2014","1,181.90","1,194.90","1,197.50","1,178.60","85.91K","-1.12%"
"12/26/2014","1,195.30","1,175.20","1,199.10","1,175.20","67.18K","1.86%"
"12/24/2014","1,173.50","1,176.80","1,181.20","1,172.70","43.63K","-0.38%"
"12/23/2014","1,178.00","1,176.10","1,184.90","1,172.40","105.53K","-0.15%"
"12/22/2014","1,179.80","1,196.00","1,203.60","1,170.70","132.15K","-1.35%"
"12/19/2014","1,196.00","1,198.00","1,201.50","1,193.20","73.33K","0.10%"
"12/18/2014","1,194.80","1,189.40","1,213.90","1,188.50","137.34K","0.03%"
"12/17/2014","1,194.50","1,195.30","1,203.10","1,182.00","169.51K","0.02%"
"12/16/2014","1,194.30","1,195.40","1,223.90","1,187.80","231.51K","-1.11%"
"12/15/2014","1,207.70","1,222.00","1,225.00","1,191.30","152.38K","-1.21%"
"12/12/2014","1,222.50","1,227.90","1,228.90","1,214.80","121.18K","-0.25%"
"12/11/2014","1,225.60","1,226.20","1,233.40","1,216.40","143.67K","-0.31%"
"12/10/2014","1,229.40","1,231.20","1,238.90","1,225.20","143.32K","-0.21%"
"12/09/2014","1,232.00","1,203.80","1,239.00","1,199.50","241.26K","3.10%"
"12/08/2014","1,194.90","1,191.20","1,209.30","1,187.30","107.51K","0.38%"
"12/05/2014","1,190.40","1,205.90","1,208.50","1,186.40","157.20K","-1.43%"
"12/04/2014","1,207.70","1,209.30","1,213.50","1,201.10","117.72K","-0.08%"
"12/03/2014","1,208.70","1,197.60","1,215.00","1,193.50","145.11K","0.78%"
"12/02/2014","1,199.40","1,212.60","1,212.60","1,191.40","169.35K","-1.54%"
"12/01/2014","1,218.10","1,159.40","1,221.00","1,141.70","342.31K","3.62%"
"11/27/2014","1,175.50","1,197.80","1,199.30","1,163.90","254.47K","-1.84%"
"11/26/2014","1,197.50","1,201.60","1,201.60","1,194.60","121.78K","0.03%"
"11/25/2014","1,197.10","1,197.70","1,202.20","1,189.00","210.75K","0.12%"
"11/24/2014","1,195.70","1,199.90","1,203.80","1,192.20","158.69K","-0.17%"
"11/21/2014","1,197.70","1,194.00","1,207.60","1,186.10","199.91K","0.57%"
"11/20/2014","1,190.90","1,183.10","1,196.60","1,176.20","187.48K","-0.25%"
"11/19/2014","1,193.90","1,196.50","1,201.70","1,173.90","265.86K","-0.27%"
"11/18/2014","1,197.10","1,185.60","1,204.10","1,182.70","170.80K","1.15%"
"11/17/2014","1,183.50","1,185.50","1,193.60","1,180.80","199.52K","-0.18%"
"11/14/2014","1,185.60","1,161.80","1,192.90","1,146.00","293.65K","2.07%"
"11/13/2014","1,161.50","1,161.10","1,167.40","1,153.00","187.70K","0.21%"
"11/12/2014","1,159.10","1,163.00","1,169.40","1,156.50","183.58K","-0.34%"
"11/11/2014","1,163.00","1,151.50","1,172.50","1,145.50","187.31K","0.28%"
"11/10/2014","1,159.80","1,176.80","1,177.50","1,146.70","198.95K","-0.85%"
"11/07/2014","1,169.80","1,141.20","1,179.00","1,130.40","298.01K","2.38%"
"11/06/2014","1,142.60","1,140.80","1,149.00","1,137.20","168.56K","-0.27%"
"11/05/2014","1,145.70","1,168.40","1,169.30","1,137.10","261.12K","-1.88%"
"11/04/2014","1,167.70","1,164.60","1,175.00","1,163.40","134.88K","-0.18%"
"11/03/2014","1,169.80","1,171.10","1,173.40","1,161.00","129.44K","-0.15%"
"10/31/2014","1,171.60","1,199.50","1,202.40","1,160.50","300.19K","-2.25%"
"10/30/2014","1,198.60","1,211.20","1,216.50","1,195.50","210.42K","-2.15%"
"10/29/2014","1,224.90","1,227.80","1,230.40","1,208.20","131.45K","-0.37%"
"10/28/2014","1,229.40","1,225.80","1,235.50","1,222.20","124.20K","0.01%"
"10/27/2014","1,229.30","1,230.60","1,232.10","1,225.20","86.31K","-0.20%"
"10/24/2014","1,231.80","1,233.50","1,234.70","1,228.70","93.37K","0.22%"
"10/23/2014","1,229.10","1,241.70","1,244.90","1,226.30","140.07K","-1.32%"
"10/22/2014","1,245.50","1,248.90","1,250.20","1,240.70","113.41K","-0.50%"
"10/21/2014","1,251.70","1,246.80","1,255.60","1,245.70","151.08K","0.56%"
"10/20/2014","1,244.70","1,239.10","1,249.30","1,234.90","96.27K","0.46%"
"10/17/2014","1,239.00","1,239.50","1,242.10","1,232.00","117.55K","-0.18%"
"10/16/2014","1,241.20","1,242.20","1,245.60","1,235.20","180.59K","-0.29%"
"10/15/2014","1,244.80","1,233.30","1,250.30","1,222.00","258.10K","0.85%"
"10/14/2014","1,234.30","1,237.30","1,238.60","1,231.10","113.55K","0.35%"
"10/13/2014","1,230.00","1,224.80","1,238.00","1,223.60","119.92K","0.68%"
"10/10/2014","1,221.70","1,224.00","1,225.70","1,217.60","121.36K","-0.29%"
"10/09/2014","1,225.30","1,221.10","1,234.00","1,219.30","165.36K","1.60%"
"10/08/2014","1,206.00","1,209.80","1,224.50","1,205.10","192.01K","-0.53%"
"10/07/2014","1,212.40","1,207.80","1,214.10","1,203.00","142.51K","0.42%"
"10/06/2014","1,207.30","1,192.00","1,209.90","1,183.30","147.76K","1.21%"
"10/03/2014","1,192.90","1,213.90","1,215.70","1,190.30","186.09K","-1.83%"
"10/02/2014","1,215.10","1,213.40","1,224.00","1,209.10","148.82K","-0.03%"
"10/01/2014","1,215.50","1,209.40","1,220.00","1,205.00","146.54K","0.32%"
"09/30/2014","1,211.60","1,215.70","1,220.70","1,204.30","182.52K","-0.59%"
"09/29/2014","1,218.80","1,219.10","1,223.90","1,215.30","105.76K","0.28%"
"09/26/2014","1,215.40","1,222.10","1,232.70","1,212.80","149.45K","-0.53%"
"09/25/2014","1,221.90","1,217.30","1,225.30","1,206.60","186.35K","0.20%"
"09/24/2014","1,219.50","1,223.20","1,226.70","1,216.20","131.42K","-0.20%"
"09/23/2014","1,222.00","1,214.90","1,237.00","1,214.70","153.20K","0.34%"
"09/22/2014","1,217.90","1,216.40","1,221.00","1,208.80","138.05K","0.11%"
"09/19/2014","1,216.60","1,225.60","1,229.20","1,214.20","173.50K","-0.84%"
"09/18/2014","1,226.90","1,223.10","1,228.70","1,216.30","151.11K","-0.73%"
"09/17/2014","1,235.90","1,235.30","1,240.50","1,222.00","132.08K","-0.06%"
"09/16/2014","1,236.70","1,233.20","1,243.20","1,232.20","123.28K","0.13%"
"09/15/2014","1,235.10","1,228.30","1,239.20","1,226.30","100.04K","0.29%"
"09/12/2014","1,231.50","1,240.90","1,242.30","1,228.10","140.80K","-0.61%"
"09/11/2014","1,239.00","1,249.80","1,251.00","1,235.30","160.68K","-0.51%"
"09/10/2014","1,245.30","1,256.20","1,258.50","1,244.50","140.72K","-0.26%"
"09/09/2014","1,248.50","1,257.10","1,258.90","1,248.10","128.25K","-0.46%"
"09/08/2014","1,254.30","1,269.50","1,272.60","1,252.10","112.68K","-1.03%"
"09/05/2014","1,267.30","1,261.70","1,274.80","1,258.00","106.17K","0.06%"
"09/04/2014","1,266.50","1,269.80","1,279.20","1,261.30","151.58K","-0.30%"
"09/03/2014","1,270.30","1,266.70","1,272.40","1,261.90","107.91K","0.42%"
"09/01/2014","1,265.00","1,288.50","1,290.90","1,263.10","190.58K","-1.74%"
"08/29/2014","1,287.40","1,290.40","1,292.50","1,284.10","76.39K","-0.23%"
"08/28/2014","1,290.40","1,283.70","1,297.60","1,283.00","110.17K","0.55%"
"08/27/2014","1,283.40","1,281.60","1,288.20","1,280.90","67.24K","-0.14%"
"08/26/2014","1,285.20","1,277.40","1,291.90","1,275.70","103.85K","0.49%"
"08/25/2014","1,278.90","1,280.80","1,281.60","1,275.00","53.71K","-0.10%"
"08/22/2014","1,280.20","1,278.20","1,283.90","1,274.60","91.73K","0.38%"
"08/21/2014","1,275.40","1,291.90","1,292.00","1,273.40","145.35K","-1.53%"
"08/20/2014","1,295.20","1,297.20","1,299.30","1,288.70","83.30K","-0.12%"
"08/19/2014","1,296.70","1,298.60","1,303.70","1,294.70","78.24K","-0.20%"
"08/18/2014","1,299.30","1,304.20","1,304.90","1,296.50","76.11K","-0.53%"
"08/15/2014","1,306.20","1,313.40","1,316.50","1,293.00","192.11K","-0.72%"
"08/14/2014","1,315.70","1,313.40","1,321.80","1,310.00","103.42K","0.09%"
"08/13/2014","1,314.50","1,309.60","1,316.40","1,306.00","98.47K","0.30%"
"08/12/2014","1,310.60","1,309.20","1,319.30","1,306.80","98.61K","0.01%"
"08/11/2014","1,310.50","1,310.40","1,312.90","1,306.40","63.07K","-0.04%"
"08/08/2014","1,311.00","1,314.50","1,324.30","1,305.70","147.90K","-0.11%"
"08/07/2014","1,312.50","1,306.60","1,316.40","1,303.00","122.43K","0.33%"
"08/06/2014","1,308.20","1,288.90","1,311.00","1,288.50","160.37K","1.78%"
"08/05/2014","1,285.30","1,289.20","1,295.00","1,283.30","105.68K","-0.28%"
"08/04/2014","1,288.90","1,295.40","1,296.40","1,287.00","67.87K","-0.46%"
"08/01/2014","1,294.80","1,284.20","1,298.40","1,281.00","144.99K","0.94%"
"07/31/2014","1,282.80","1,297.00","1,298.80","1,281.30","143.36K","-1.09%"
"07/30/2014","1,296.90","1,300.50","1,305.20","1,293.20","130.87K","-0.11%"
"07/29/2014","1,298.30","1,303.30","1,312.10","1,295.50","181.55K","-0.38%"
"07/28/2014","1,303.30","1,307.90","1,309.40","1,301.10","136.98K","0.00%"
"07/25/2014","1,303.30","1,294.20","1,308.90","1,291.00","131.24K","0.97%"
"07/24/2014","1,290.80","1,304.30","1,305.60","1,287.50","178.77K","-1.07%"
"07/23/2014","1,304.70","1,308.00","1,311.80","1,303.50","86.76K","-0.12%"
"07/22/2014","1,306.30","1,312.40","1,316.80","1,302.20","127.49K","-0.58%"
"07/21/2014","1,313.90","1,311.30","1,319.00","1,307.90","85.37K","0.34%"
"07/18/2014","1,309.40","1,319.10","1,325.50","1,305.00","121.62K","-0.57%"
"07/17/2014","1,316.90","1,300.30","1,325.90","1,298.10","176.74K","1.32%"
"07/16/2014","1,299.80","1,295.20","1,304.20","1,293.50","119.72K","0.21%"
"07/15/2014","1,297.10","1,309.10","1,314.40","1,292.60","175.88K","-0.73%"
"07/14/2014","1,306.70","1,339.50","1,340.90","1,302.20","208.86K","-2.30%"
"07/11/2014","1,337.40","1,336.50","1,340.40","1,334.60","97.17K","-0.13%"
"07/10/2014","1,339.20","1,325.00","1,346.80","1,325.00","179.49K","1.13%"
"07/09/2014","1,324.30","1,320.40","1,333.40","1,318.70","163.18K","0.59%"
"07/08/2014","1,316.50","1,320.80","1,325.70","1,314.30","130.08K","-0.04%"
